study_hours_per_day,attendance_percentage,previous_exam_score,assignments_completed,sleep_hours,participation_in_class,internet_usage_time,extra_study_activities,stress_level,final_score
6.3,97.5,83.0,68.9,5.2,medium,2.3,1,high,99.0
4.3,100.0,74.2,76.6,7.2,medium,2.4,0,medium,99.0
5.9,88.5,66.9,62.6,7.2,medium,3.4,1,high,99.0
7.8,80.2,58.4,87.3,9.1,medium,5.2,0,high,99.0
7.8,100.0,51.9,74.2,5.7,high,6.0,1,medium,99.0
2.7,79.7,73.9,69.9,6.7,high,3.7,1,medium,99.0
3.2,78.3,92.0,87.5,6.1,medium,3.8,1,medium,99.0
7.1,66.3,73.6,62.8,6.0,low,3.1,0,medium,99.0
3.0,98.0,53.0,91.6,8.3,medium,4.3,0,high,86.1
2.6,93.7,73.9,72.8,7.1,low,4.1,1,medium,98.1
3.9,100.0,70.3,97.4,6.5,medium,5.8,1,medium,99.0
5.4,70.1,82.2,74.1,6.5,high,0.0,0,high,99.0
4.5,98.6,78.9,89.5,6.5,medium,3.0,1,low,99.0
3.7,84.7,35.0,82.7,6.6,low,4.0,0,low,89.1
3.6,92.1,78.1,91.2,5.7,medium,3.4,0,low,99.0
3.6,67.5,58.0,81.6,6.8,high,1.7,1,high,99.0
3.3,98.7,52.5,55.0,6.7,low,1.1,0,low,99.0
8.4,91.9,68.5,95.1,6.3,high,4.9,0,low,99.0
5.2,83.6,76.3,78.7,7.3,high,2.0,1,medium,99.0
6.1,90.5,49.7,91.8,7.4,medium,0.2,1,high,99.0
3.9,76.3,80.2,90.4,6.5,medium,4.9,1,medium,99.0
4.4,78.2,80.9,68.4,6.9,medium,4.2,0,high,99.0
3.6,79.4,71.6,66.3,9.5,medium,3.2,0,low,89.9
0.5,65.5,59.7,89.8,9.4,medium,1.8,1,medium,74.5
2.5,92.6,58.3,75.5,5.9,low,3.2,1,medium,96.4
1.8,95.9,84.3,94.0,6.1,high,5.6,1,medium,98.5
1.1,77.0,51.4,77.3,5.9,high,0.5,1,high,74.6
2.8,87.5,84.8,95.4,8.3,medium,0.6,1,medium,99.0
6.8,81.3,68.9,86.3,6.7,medium,2.3,1,medium,99.0
4.6,87.3,69.8,84.3,7.4,medium,3.4,1,low,99.0
6.8,77.7,48.8,74.4,9.3,low,2.5,0,low,99.0
5.4,75.2,69.1,83.5,7.1,medium,4.6,0,high,99.0
6.0,94.5,79.0,97.9,7.9,low,5.4,1,medium,99.0
3.3,83.4,53.6,79.2,7.7,high,3.9,0,high,99.0
5.5,100.0,77.5,88.0,6.5,medium,4.4,1,low,99.0
5.9,84.5,72.2,80.7,8.3,high,3.9,1,high,99.0
3.8,74.7,62.6,81.9,6.2,medium,3.4,0,high,89.4
5.6,96.3,82.1,100.0,8.6,medium,1.1,1,low,99.0
5.6,90.3,42.4,98.0,6.5,high,1.5,1,low,99.0
3.8,91.3,75.5,81.2,6.6,medium,1.0,1,high,99.0
2.9,95.9,92.1,83.2,5.9,medium,3.1,0,low,99.0
2.8,77.5,89.7,69.5,6.1,high,3.8,1,medium,99.0
4.8,82.7,76.1,77.4,6.6,medium,0.8,0,high,99.0
5.2,82.3,67.1,84.6,4.4,low,3.5,1,high,99.0
3.4,71.1,62.7,92.8,6.8,medium,1.8,1,high,99.0
4.7,81.4,67.1,91.2,6.5,medium,1.5,1,high,99.0
5.6,97.4,78.1,63.4,8.0,medium,2.3,0,medium,99.0
5.7,86.4,60.5,94.7,7.6,high,1.4,1,high,99.0
7.2,70.5,80.8,78.7,6.3,medium,4.5,0,medium,99.0
6.7,68.4,98.7,65.2,6.6,medium,3.1,0,high,99.0
3.1,100.0,70.2,100.0,6.8,medium,4.9,1,medium,99.0
7.4,83.1,53.5,100.0,8.7,low,2.6,1,medium,99.0
3.9,77.5,53.5,84.0,6.2,high,2.7,1,high,99.0
6.4,81.3,81.1,90.6,6.3,low,6.8,0,medium,99.0
4.8,69.2,70.2,91.5,5.9,medium,0.5,0,medium,99.0
4.0,98.2,82.4,100.0,5.5,medium,5.7,1,medium,99.0
1.8,80.1,64.1,90.9,7.4,high,6.4,0,medium,91.6
4.4,97.7,81.8,60.1,7.3,low,4.8,1,medium,99.0
2.2,84.5,68.9,100.0,8.5,medium,2.8,0,high,95.0
6.2,98.3,61.5,96.0,8.2,high,6.0,0,medium,99.0
7.1,86.6,65.8,72.4,9.7,medium,2.8,1,medium,99.0
3.4,92.5,55.4,64.6,7.0,medium,2.1,1,medium,99.0
5.2,91.2,96.9,87.6,6.8,high,2.7,1,high,99.0
3.5,90.2,69.7,75.8,5.7,high,2.4,0,high,99.0
3.7,87.5,79.4,84.9,7.9,medium,1.7,1,low,99.0
5.9,81.7,64.0,91.2,7.2,high,5.4,0,medium,99.0
4.6,100.0,57.3,71.5,7.8,low,2.0,1,high,99.0
7.5,74.9,68.0,63.3,5.8,high,3.3,1,low,99.0
3.9,84.0,85.3,85.8,7.5,low,0.8,0,medium,99.0
6.3,84.1,64.2,72.0,7.3,medium,3.5,1,medium,99.0
4.9,88.0,59.7,82.2,7.3,low,1.3,0,low,99.0
6.0,79.7,73.0,59.9,6.3,high,1.3,1,high,99.0
4.0,87.1,77.5,76.2,8.4,high,3.2,1,high,99.0
4.6,82.3,92.4,90.7,9.4,medium,5.3,1,high,99.0
4.5,68.2,75.6,89.1,5.9,medium,4.2,1,low,99.0
3.4,84.1,79.4,68.2,7.9,medium,4.3,0,high,96.4
5.8,73.0,80.4,62.5,4.0,low,3.2,1,medium,99.0
5.7,66.7,56.0,80.2,7.8,high,2.8,1,high,99.0
5.6,85.4,58.5,88.4,5.0,low,4.8,1,low,99.0
7.2,88.9,56.9,86.1,6.5,high,2.4,0,low,99.0
7.0,89.3,53.7,72.3,5.7,high,4.9,0,medium,99.0
4.1,89.7,81.3,84.5,6.9,low,5.6,0,high,99.0
5.3,64.7,74.8,100.0,8.0,medium,1.9,0,low,99.0
3.7,70.4,72.0,83.1,5.1,high,2.1,1,medium,99.0
4.7,100.0,37.3,55.5,6.7,high,2.4,1,medium,99.0
3.7,73.5,97.7,83.0,6.5,high,0.8,1,high,99.0
7.3,90.1,59.4,100.0,8.8,low,2.6,1,high,99.0
5.3,77.1,97.7,60.7,7.6,low,5.7,0,high,99.0
4.4,84.8,52.2,80.4,5.8,high,1.5,0,medium,99.0
6.6,77.7,60.4,76.6,6.6,medium,5.8,1,high,99.0
1.2,89.6,42.4,81.4,8.8,medium,2.6,0,medium,75.2
1.5,85.4,75.7,82.9,7.9,high,7.2,1,low,99.0
6.0,79.5,56.7,97.1,6.1,medium,2.2,0,high,99.0
4.8,73.5,57.1,81.3,6.8,low,3.1,1,medium,99.0
5.1,86.7,53.2,99.2,6.8,medium,1.8,0,medium,99.0
2.6,71.9,81.1,78.2,6.5,high,2.2,1,medium,99.0
4.7,88.3,80.2,74.7,5.2,medium,5.8,0,high,99.0
7.9,100.0,94.6,70.0,6.4,low,4.3,0,high,99.0
6.0,97.5,62.1,52.7,8.6,high,5.3,1,medium,99.0
5.0,91.2,73.8,84.1,6.7,medium,1.0,1,high,99.0
4.0,83.1,54.2,100.0,7.0,medium,4.6,0,medium,99.0
4.1,64.6,66.6,86.9,7.3,high,1.7,0,low,99.0
1.3,70.8,64.3,90.3,9.5,medium,1.0,1,low,87.5
5.1,96.8,77.0,73.8,7.1,high,3.8,0,medium,99.0
6.1,76.1,84.2,76.3,8.3,high,3.8,0,low,99.0
2.2,77.0,83.9,94.8,6.4,medium,3.5,0,high,84.8
3.6,82.3,60.0,100.0,6.8,medium,4.7,1,high,99.0
2.8,73.4,84.0,100.0,7.1,medium,5.0,0,medium,97.9
3.2,71.7,70.4,92.1,6.2,medium,6.0,1,high,99.0
4.8,83.5,66.8,80.5,6.9,medium,1.3,1,high,99.0
1.4,75.1,61.8,83.1,8.1,medium,6.1,0,medium,75.3
5.7,76.6,63.7,68.7,6.2,high,6.8,1,low,99.0
5.9,76.2,93.7,58.3,7.1,medium,2.7,1,medium,99.0
4.3,89.2,75.0,63.1,7.9,high,0.4,0,medium,99.0
0.7,81.7,73.3,80.7,6.2,medium,0.9,0,medium,81.0
3.1,82.2,67.6,75.6,8.3,medium,2.6,1,medium,97.7
6.7,90.0,99.0,58.0,7.2,low,7.0,1,medium,99.0
0.5,82.6,88.0,79.4,6.9,medium,3.4,1,medium,91.1
4.1,81.2,61.6,75.2,4.9,medium,2.3,1,low,99.0
2.8,88.7,67.4,62.4,6.7,low,2.2,1,medium,99.0
6.0,90.7,68.2,74.4,7.5,high,1.0,1,medium,99.0
3.6,82.5,72.9,75.2,9.0,medium,5.0,0,high,97.9
5.3,84.8,61.9,70.8,7.7,medium,3.2,0,medium,99.0
5.6,76.2,76.7,93.9,8.3,high,7.2,0,medium,99.0
7.6,75.4,89.9,51.5,5.8,medium,4.5,0,medium,99.0
4.4,91.7,53.9,50.2,7.0,medium,4.9,0,medium,99.0
5.3,88.4,56.3,80.0,8.4,medium,3.0,0,low,99.0
2.3,88.6,64.7,81.4,6.1,low,1.4,1,low,96.4
6.6,86.8,65.3,86.1,8.2,medium,1.8,0,low,99.0
3.5,84.5,97.0,71.9,7.9,medium,0.9,1,low,99.0
3.8,91.0,84.0,66.2,7.4,low,5.0,1,medium,99.0
4.7,93.4,83.3,79.9,6.7,medium,2.7,1,high,99.0
2.2,93.1,67.6,73.4,6.0,low,5.1,1,low,95.3
5.1,83.0,67.3,100.0,9.1,high,3.6,1,low,99.0
6.2,97.9,52.1,75.1,7.8,medium,2.9,0,low,99.0
5.2,86.3,81.2,79.2,7.5,medium,1.3,1,medium,99.0
2.2,90.3,77.4,100.0,6.6,high,3.9,1,low,99.0
4.5,86.8,87.7,77.1,7.1,medium,3.0,1,low,99.0
5.9,86.5,68.3,88.3,7.3,medium,5.0,0,medium,99.0
1.7,76.6,69.2,89.7,7.5,medium,2.1,1,high,80.3
3.0,91.0,73.2,91.0,7.9,high,4.5,1,medium,99.0
6.1,100.0,82.6,84.3,6.2,low,6.4,0,low,99.0
5.1,80.3,51.9,82.9,5.5,low,3.9,0,medium,99.0
5.4,84.7,80.6,81.5,7.2,high,4.8,1,medium,99.0
7.7,79.5,70.7,71.4,5.2,low,4.4,0,medium,99.0
5.4,79.1,57.2,84.9,6.7,high,6.8,1,medium,99.0
5.8,99.4,43.9,100.0,6.5,medium,4.1,0,high,99.0
9.0,77.3,69.2,98.2,7.6,medium,4.7,0,high,99.0
4.4,79.3,89.8,84.6,9.3,high,3.3,0,high,99.0
3.4,68.1,92.8,92.8,5.0,high,2.0,1,low,99.0
5.4,76.4,75.6,67.0,9.6,low,1.2,0,medium,99.0
5.4,66.9,96.5,76.1,6.8,medium,5.7,1,medium,99.0
3.9,90.3,70.4,94.2,7.5,high,1.6,1,high,99.0
3.0,100.0,83.4,100.0,5.5,medium,4.7,0,low,99.0
8.4,80.3,65.1,68.4,8.2,high,4.1,0,medium,99.0
5.2,67.3,64.3,72.7,7.1,medium,5.1,1,medium,99.0
3.5,93.0,62.2,100.0,7.0,low,2.5,0,medium,99.0
6.2,76.7,44.2,81.4,5.0,high,2.0,1,medium,99.0
4.5,97.0,87.7,100.0,7.2,high,4.1,0,medium,99.0
4.3,81.2,62.7,83.1,8.0,low,2.9,1,medium,99.0
5.6,77.7,60.6,83.7,6.8,high,1.2,1,medium,99.0
2.6,82.2,55.7,75.4,8.4,medium,6.9,0,medium,84.3
5.3,91.6,68.3,94.1,8.3,low,2.0,1,low,99.0
7.8,81.7,93.9,100.0,6.4,medium,1.6,0,high,99.0
5.4,79.0,98.2,64.5,8.9,high,3.0,1,medium,99.0
4.1,82.0,49.4,74.7,7.1,low,5.7,0,medium,96.5
3.9,71.3,66.4,93.7,7.2,low,0.0,1,medium,99.0
4.0,88.0,57.6,78.1,7.2,high,5.5,0,medium,99.0
4.3,66.1,83.8,72.6,7.2,medium,1.8,0,medium,99.0
4.1,79.6,74.7,95.1,4.2,low,3.9,1,low,99.0
6.2,91.6,62.7,96.6,6.9,medium,2.2,1,medium,99.0
1.9,87.0,71.9,73.3,5.6,high,7.0,0,medium,84.5
6.1,89.9,64.8,83.2,8.9,medium,3.6,0,low,99.0
4.1,83.3,92.0,61.9,8.8,high,2.1,1,high,99.0
5.3,95.7,78.1,66.6,8.0,low,2.9,0,medium,99.0
2.9,93.2,79.7,81.9,6.8,medium,3.6,0,low,99.0
6.8,88.5,36.3,80.5,6.0,high,3.7,0,high,99.0
6.7,93.3,70.1,65.5,6.4,medium,4.2,1,high,99.0
6.2,91.5,98.1,69.3,9.2,low,3.4,1,medium,99.0
2.3,79.6,88.2,64.0,6.3,medium,0.9,0,medium,98.9
6.0,70.6,47.0,86.8,4.5,medium,2.8,0,low,99.0
5.3,88.2,66.9,50.5,8.2,low,4.5,1,high,99.0
2.1,89.5,55.4,64.8,8.8,high,2.2,0,medium,93.8
4.7,94.9,93.2,52.1,8.9,medium,4.6,1,high,99.0
5.3,74.6,74.2,86.3,8.2,medium,3.5,1,medium,99.0
5.6,74.9,61.0,53.0,8.4,low,3.0,0,medium,99.0
5.0,88.6,71.4,80.5,7.2,medium,5.5,0,high,99.0
5.2,83.3,37.1,100.0,4.8,medium,0.3,0,low,99.0
7.1,65.1,56.9,100.0,7.1,high,2.2,0,low,99.0
6.7,87.8,71.5,52.9,7.8,medium,5.6,1,medium,99.0
0.5,65.5,82.0,84.5,7.0,high,6.7,1,medium,76.5
4.2,74.5,45.8,65.2,6.9,medium,7.5,1,low,99.0
4.4,97.5,66.0,62.1,6.0,medium,3.5,0,medium,99.0
1.9,100.0,84.1,78.3,6.0,high,4.2,1,medium,99.0
4.9,71.8,52.1,98.4,9.1,medium,4.9,1,medium,99.0
6.7,80.7,74.0,89.0,9.2,high,5.7,1,high,99.0
3.0,84.4,71.9,69.3,7.1,high,4.0,1,medium,99.0
5.2,100.0,93.3,90.6,7.4,high,5.1,1,medium,99.0
3.2,79.1,68.0,46.3,6.0,medium,4.2,0,medium,91.5
3.6,79.2,68.8,68.7,7.8,low,4.3,1,low,99.0
7.1,99.5,82.1,67.6,9.0,medium,1.7,0,high,99.0
3.8,80.3,53.8,81.2,5.4,high,2.8,0,high,94.7
5.4,91.2,68.1,77.0,7.6,medium,2.5,1,high,99.0
1.7,69.2,65.1,77.9,7.7,medium,1.3,0,high,80.0
7.7,82.3,69.2,77.4,7.7,medium,0.4,1,medium,99.0
5.7,67.4,82.0,80.3,8.9,low,2.6,1,medium,99.0
4.4,73.4,78.2,88.1,9.3,low,2.9,1,low,99.0
5.6,92.4,61.3,82.2,6.8,low,3.6,0,high,99.0
2.4,83.5,72.8,75.7,7.8,low,4.4,0,medium,91.1
6.6,80.8,90.4,86.0,7.2,high,3.7,1,medium,99.0
4.2,76.5,60.2,92.4,6.4,medium,2.9,0,high,99.0
4.4,81.8,72.9,71.7,7.4,low,1.8,0,medium,99.0
3.9,87.0,68.5,79.1,7.8,medium,5.0,0,high,97.0
3.8,93.8,70.2,97.4,7.3,medium,3.2,1,high,99.0
5.8,57.7,49.8,63.5,6.1,medium,2.6,0,high,99.0
5.1,75.7,89.3,100.0,6.6,medium,3.1,0,medium,99.0
5.7,85.6,60.9,59.9,6.6,low,2.1,1,medium,99.0
4.7,83.0,84.3,74.8,6.2,medium,2.4,0,high,99.0
5.5,88.0,62.9,65.7,7.4,low,2.4,1,low,99.0
4.0,86.7,62.9,100.0,7.6,medium,2.9,0,low,99.0
8.3,81.0,86.8,72.4,8.2,low,4.6,0,high,99.0
2.2,78.7,83.9,72.5,6.2,medium,4.1,1,high,93.1
6.7,81.5,73.7,74.4,6.5,low,6.2,1,high,99.0
6.9,95.5,80.9,81.4,8.8,medium,5.6,0,low,99.0
3.3,76.7,67.2,75.1,6.9,medium,6.9,0,medium,89.7
8.3,83.4,70.9,78.0,7.1,low,4.4,0,high,99.0
6.3,85.8,62.4,30.0,6.9,high,4.4,0,low,99.0
6.3,99.6,82.8,80.9,8.3,medium,2.5,1,medium,99.0
4.7,81.0,62.0,80.3,8.4,low,4.9,1,medium,99.0
4.4,93.6,90.3,95.6,8.3,medium,2.2,0,high,99.0
4.4,96.3,66.9,99.6,7.1,low,0.8,1,medium,99.0
5.3,83.4,71.3,77.2,6.1,high,6.1,0,medium,99.0
6.9,81.9,80.9,92.2,9.2,low,1.2,1,medium,99.0
5.0,80.7,71.3,63.5,8.0,medium,4.2,1,low,99.0
3.2,81.4,67.1,91.5,6.6,high,1.8,0,high,99.0
6.0,92.5,70.6,71.4,8.7,low,5.4,0,medium,99.0
6.2,86.3,82.6,62.2,6.5,medium,5.7,0,medium,99.0
5.7,86.4,62.4,77.2,8.7,medium,4.4,1,medium,99.0
5.9,72.7,69.4,100.0,8.7,high,5.6,0,medium,99.0
4.3,74.3,71.1,82.7,6.1,medium,3.4,1,low,99.0
3.2,100.0,82.2,100.0,7.7,medium,7.4,0,high,99.0
3.3,82.2,69.7,68.8,8.0,low,4.7,0,medium,92.0
2.1,76.3,94.5,95.7,10.0,medium,1.8,1,medium,99.0
5.1,98.3,69.0,70.2,6.3,medium,3.5,0,medium,99.0
4.6,86.8,67.9,83.4,8.7,medium,3.1,0,high,99.0
4.0,89.8,68.8,83.3,7.1,low,2.9,1,high,99.0
0.5,82.6,53.9,89.9,5.7,medium,0.4,0,low,82.3
2.7,80.8,57.5,83.8,7.0,medium,4.1,1,medium,95.3
6.5,82.3,64.1,68.9,7.1,medium,0.9,0,medium,99.0
3.6,70.2,85.8,93.2,5.9,high,0.0,1,high,99.0
5.3,83.1,70.6,100.0,7.4,high,2.8,1,high,99.0
2.5,87.0,64.7,71.2,8.2,high,2.0,0,high,91.6
7.0,100.0,86.9,52.5,7.4,medium,1.8,1,high,99.0
4.5,84.9,91.2,87.5,6.5,medium,0.0,0,medium,99.0
5.2,60.7,87.3,75.0,6.9,low,1.9,1,medium,99.0
8.4,83.1,59.9,78.0,7.1,high,3.1,1,medium,99.0
7.1,100.0,64.6,88.3,7.3,medium,2.3,1,high,99.0
4.2,92.7,94.6,73.2,8.3,medium,4.1,1,medium,99.0
3.8,75.9,74.1,76.0,7.4,medium,5.9,1,medium,99.0
4.2,89.9,67.5,78.5,5.6,high,4.3,1,low,99.0
5.5,76.6,80.3,100.0,6.5,high,5.2,1,low,99.0
4.5,70.5,84.1,80.5,7.3,high,5.4,1,high,99.0
4.1,80.5,63.6,61.5,8.3,medium,1.6,1,low,99.0
7.0,84.9,73.9,62.1,8.5,medium,4.2,1,high,99.0
4.5,65.3,83.0,82.1,9.1,high,5.2,1,medium,99.0
8.4,72.5,55.9,63.1,7.2,medium,2.6,1,medium,99.0
4.8,84.1,71.2,56.6,7.9,medium,2.0,1,high,99.0
7.6,79.9,56.5,89.5,5.5,medium,4.4,1,high,99.0
5.3,87.9,58.2,90.3,7.6,medium,0.7,1,high,99.0
6.2,71.9,63.7,74.5,5.9,high,1.4,1,medium,99.0
3.5,91.1,77.2,84.4,7.0,medium,2.2,0,medium,99.0
3.3,72.2,66.8,82.8,10.0,high,4.2,1,high,97.8
5.4,100.0,62.6,89.0,7.4,high,3.8,1,high,99.0
6.3,66.8,71.7,89.1,6.1,medium,5.3,0,high,99.0
4.8,73.1,56.1,40.9,7.5,low,1.7,1,high,98.1
2.6,88.2,76.6,76.4,6.5,medium,1.6,1,medium,99.0
2.5,100.0,85.7,87.8,6.0,medium,4.3,0,medium,99.0
2.4,87.2,70.0,73.8,9.4,medium,2.0,0,high,84.7
1.9,89.6,68.4,80.5,8.3,high,2.3,0,medium,89.4
4.9,84.2,75.9,91.3,7.5,low,0.1,0,high,99.0
6.5,73.7,44.6,81.2,6.7,medium,3.9,0,medium,99.0
4.7,79.1,78.0,100.0,6.8,high,6.2,0,high,99.0
1.1,71.9,99.0,96.9,8.8,high,1.5,1,high,90.8
4.4,71.2,69.4,78.2,7.4,medium,5.2,0,medium,99.0
4.4,88.0,69.5,77.0,4.0,low,3.3,1,high,99.0
8.1,72.8,80.7,37.2,9.8,medium,0.2,1,medium,99.0
2.4,87.2,92.4,75.1,7.3,medium,1.8,1,medium,99.0
4.1,71.0,83.7,59.7,7.5,medium,1.7,0,high,99.0
7.4,87.0,43.0,83.3,8.3,medium,2.8,1,medium,99.0
5.4,79.1,78.3,82.3,7.6,medium,4.2,0,medium,99.0
5.6,98.1,99.0,90.4,7.9,medium,6.7,1,medium,99.0
4.9,87.2,79.1,100.0,6.6,medium,0.8,0,high,99.0
5.2,96.4,56.0,79.6,5.7,medium,2.5,1,low,99.0
5.9,76.4,74.7,100.0,7.4,medium,1.8,0,high,99.0
3.4,84.6,54.4,83.5,8.7,medium,1.1,1,medium,99.0
6.1,74.2,87.0,60.3,6.4,medium,3.6,1,medium,99.0
2.5,79.9,58.6,71.6,6.3,high,3.4,1,high,87.6
5.2,81.4,72.0,74.4,8.4,medium,0.1,1,medium,99.0
5.0,76.7,59.8,88.9,6.6,medium,3.4,1,high,99.0
3.7,71.8,63.9,65.8,6.6,medium,1.2,0,high,88.5
4.7,69.9,90.3,75.5,6.7,high,3.4,1,high,99.0
3.7,60.6,72.3,77.6,7.0,medium,5.7,0,high,92.3
3.0,73.4,63.7,73.3,5.4,medium,4.2,0,low,85.2
4.1,90.3,56.1,92.2,6.5,high,3.7,1,high,99.0
2.9,68.0,46.7,89.6,7.4,low,2.4,0,medium,77.3
5.2,70.3,54.7,97.5,7.3,medium,3.5,0,low,99.0
2.9,100.0,72.5,75.0,8.4,medium,4.4,0,medium,99.0
5.8,77.6,83.7,98.0,9.1,high,4.2,0,high,99.0
2.8,87.2,63.7,59.5,8.8,high,3.2,0,low,96.6
3.8,90.4,91.4,59.2,8.1,low,3.8,0,medium,99.0
3.7,90.6,61.7,61.8,6.9,high,1.0,1,medium,99.0
6.8,68.8,67.9,80.1,6.4,high,2.1,1,medium,99.0
5.2,81.7,57.0,98.0,7.1,medium,4.7,0,high,99.0
4.4,67.8,83.9,71.0,7.7,medium,4.9,1,low,99.0
5.5,100.0,98.3,72.8,8.0,low,3.6,0,high,99.0
1.3,68.1,48.1,76.8,7.8,medium,6.1,1,high,67.2
4.6,73.5,66.5,88.6,7.0,medium,4.3,1,medium,99.0
7.9,73.6,87.4,72.8,8.0,high,3.0,0,medium,99.0
4.9,69.0,52.2,72.0,8.5,medium,1.2,1,low,99.0
4.8,97.5,78.4,59.8,8.1,medium,6.0,1,low,99.0
5.6,100.0,86.9,71.4,7.1,medium,4.8,0,medium,99.0
6.1,79.2,72.0,97.7,6.2,medium,6.6,0,medium,99.0
1.5,70.8,78.2,81.4,6.2,low,7.3,0,high,70.4
2.0,61.6,93.9,68.9,6.4,medium,1.1,1,medium,97.3
5.0,81.6,96.3,98.5,7.4,low,1.1,0,low,99.0
3.6,80.8,70.2,71.2,7.7,medium,0.0,0,medium,99.0
6.8,77.5,64.1,100.0,5.5,medium,5.1,0,high,99.0
4.2,86.2,59.0,100.0,6.5,high,4.6,1,medium,99.0
1.6,88.0,83.7,80.8,7.4,low,3.6,1,high,90.0
2.7,87.2,53.2,57.5,6.1,medium,1.2,1,low,99.0
0.5,80.8,67.7,100.0,7.6,medium,3.2,0,high,65.9
4.3,73.0,72.3,85.8,6.8,low,3.7,1,medium,99.0
4.4,90.7,64.5,75.1,6.3,low,4.8,1,medium,99.0
4.0,84.1,74.6,94.3,7.2,medium,3.9,0,medium,99.0
6.4,92.9,99.0,90.5,7.5,medium,4.6,1,medium,99.0
6.6,91.9,69.4,99.7,6.2,high,3.2,1,high,99.0
4.4,69.8,65.3,70.1,6.8,low,5.5,1,low,98.9
1.3,69.7,84.2,84.8,7.6,high,4.5,0,low,96.1
5.7,76.4,74.1,62.2,6.3,medium,1.3,0,low,99.0
5.6,73.4,89.7,90.0,5.3,medium,5.9,1,medium,99.0
5.2,91.6,73.1,79.7,5.4,medium,5.6,0,high,99.0
6.3,87.5,67.8,84.2,6.6,high,4.2,0,low,99.0
2.8,95.0,47.8,77.8,5.6,medium,3.9,1,high,90.5
7.9,88.0,49.9,76.2,6.7,high,6.4,0,high,99.0
3.2,86.1,47.1,67.0,8.9,medium,0.5,0,low,99.0
5.9,96.0,75.9,91.9,5.6,high,5.6,1,low,99.0
2.0,88.7,53.3,100.0,6.8,high,2.5,0,medium,98.6
3.2,84.7,87.3,71.6,9.4,high,5.4,1,low,99.0
7.1,98.8,71.4,88.3,7.5,medium,3.6,0,high,99.0
4.3,85.2,67.8,86.5,6.7,high,1.2,0,medium,99.0
6.0,81.0,60.0,80.1,6.9,low,2.5,0,medium,99.0
5.1,75.6,79.1,57.1,7.6,medium,5.2,0,high,99.0
4.5,91.0,60.5,60.5,9.0,medium,3.0,1,medium,99.0
6.9,96.4,58.2,68.3,6.5,medium,2.3,1,high,99.0
4.3,83.5,86.4,47.9,6.3,medium,2.3,0,medium,99.0
1.9,97.1,75.6,100.0,5.6,low,4.6,1,medium,87.6
3.4,64.3,67.9,85.5,7.2,medium,6.6,1,medium,99.0
5.6,83.4,79.3,79.6,5.6,low,0.0,0,medium,99.0
5.3,83.6,71.1,47.1,6.6,medium,8.4,1,high,99.0
2.2,76.7,76.0,52.6,6.1,high,3.8,1,medium,99.0
3.5,100.0,60.4,80.0,8.3,high,4.4,1,high,99.0
3.8,83.3,97.9,100.0,6.5,high,2.6,1,high,99.0
4.1,79.9,63.5,69.5,7.5,high,3.4,0,medium,99.0
2.5,84.3,91.2,93.0,5.3,medium,3.7,1,high,92.2
3.7,64.0,68.5,72.8,7.2,medium,1.5,1,medium,99.0
3.5,76.4,81.5,80.8,5.8,medium,1.9,0,low,99.0
5.9,93.8,80.5,98.2,6.6,low,5.5,1,high,99.0
6.0,77.7,85.9,74.8,9.5,medium,0.6,0,medium,99.0
4.5,75.7,60.1,69.6,8.1,high,4.2,1,high,99.0
4.1,97.1,85.0,100.0,7.0,medium,2.7,1,medium,99.0
4.9,97.4,95.0,80.7,10.0,high,1.7,1,low,99.0
3.4,89.2,67.6,96.4,6.1,low,6.9,0,medium,97.9
2.9,79.4,71.5,69.7,8.4,high,1.7,0,low,99.0
3.2,81.6,64.2,100.0,5.4,medium,1.4,1,low,99.0
3.7,76.0,66.5,84.1,6.8,high,3.1,1,high,99.0
2.8,74.1,93.2,86.5,5.6,medium,2.0,1,low,99.0
5.0,73.6,57.9,82.0,7.4,medium,3.4,1,high,99.0
5.9,77.8,58.8,72.4,7.2,medium,3.7,1,medium,99.0
2.2,73.7,91.9,80.0,6.8,medium,3.8,0,medium,96.0
4.7,68.4,79.1,73.4,8.3,medium,3.2,0,medium,99.0
4.3,86.2,98.6,94.4,6.5,low,2.1,1,low,99.0
5.2,86.3,65.1,77.0,7.5,medium,4.6,1,medium,99.0
4.7,100.0,72.6,57.6,8.0,high,3.2,1,medium,99.0
2.4,77.3,62.4,54.8,5.5,medium,2.5,1,medium,89.2
2.7,87.0,72.9,54.1,6.3,medium,6.1,0,medium,83.3
4.7,87.1,47.9,89.3,7.2,high,3.2,0,low,99.0
6.3,81.5,79.9,62.7,7.8,medium,5.4,1,medium,99.0
1.2,91.4,75.2,84.5,8.7,high,5.6,1,medium,89.8
5.3,91.8,70.3,82.0,6.9,medium,5.7,1,medium,99.0
6.6,87.3,65.9,79.0,6.8,medium,4.6,1,high,99.0
4.5,81.4,59.4,86.6,6.1,low,3.4,0,low,99.0
5.6,80.4,80.5,82.4,7.5,low,3.3,0,medium,99.0
3.6,70.3,55.8,39.4,6.8,medium,3.0,0,medium,91.1
4.5,75.9,77.7,75.1,6.8,high,0.0,0,medium,99.0
2.1,77.8,98.0,86.4,7.0,low,4.7,1,high,87.5
0.9,72.8,90.3,100.0,7.7,high,3.8,0,high,90.8
6.2,88.4,51.4,100.0,6.5,medium,4.9,0,high,99.0
3.1,96.0,64.0,59.6,6.3,medium,3.2,1,medium,99.0
